"TIME","GEO","UNIT","INDX","COICOP","Value","Flag and Footnotes"
"2014M09","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","98.03",""
"2014M09","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.3",""
"2014M09","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","99.6",""
"2014M09","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","98.6",""
"2014M09","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","94.20",""
"2014M09","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","103.3",""
"2014M09","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","101.36",""
"2014M09","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","98.80",""
"2014M09","France","Index, 2015=100","Harmonised index of consumer prices","Beer","100.09",""
"2014M09","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","97.59",""
"2014M09","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","98.9",""
"2014M09","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","93.75",""
"2014M09","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","96.13",""
"2014M09","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","104.24",""
"2014M09","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","98.35",""
"2014M09","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","98.39",""
"2014M09","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.57",""
"2014M09","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","103.01",""
"2014M09","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","96.90",""
"2014M09","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.0",""
"2014M09","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","96.56",""
"2014M09","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","99.98",""
"2014M09","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.05",""
"2014M09","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.76",""
"2014M09","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.99",""
"2014M09","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","96.36",""
"2014M09","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","105.6",""
"2014M09","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.32",""
"2014M09","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","98.4",""
"2014M09","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","103.50",""
"2014M09","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","91.25","d"
"2014M10","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","95.54",""
"2014M10","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","98.83",""
"2014M10","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.3",""
"2014M10","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","100.2",""
"2014M10","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","98.8",""
"2014M10","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","93.85",""
"2014M10","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.1",""
"2014M10","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","100.43",""
"2014M10","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","99.11",""
"2014M10","France","Index, 2015=100","Harmonised index of consumer prices","Beer","100.12",""
"2014M10","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","97.97",""
"2014M10","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","99.2",""
"2014M10","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","94.91",""
"2014M10","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","97.06",""
"2014M10","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","105.88",""
"2014M10","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","96.47",""
"2014M10","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","99.33",""
"2014M10","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.56",""
"2014M10","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","101.53",""
"2014M10","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","98.08",""
"2014M10","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.1",""
"2014M10","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","97.85",""
"2014M10","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","100.08",""
"2014M10","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.18",""
"2014M10","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.23",""
"2014M10","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.54",""
"2014M10","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","96.32",""
"2014M10","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","103.4",""
"2014M10","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.24",""
"2014M10","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","98.6",""
"2014M10","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.70",""
"2014M10","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","91.22","d"
"2014M11","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","95.90",""
"2014M11","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","99.66",""
"2014M11","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","97.1",""
"2014M11","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","98.8",""
"2014M11","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","98.7",""
"2014M11","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","93.86",""
"2014M11","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.3",""
"2014M11","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","100.22",""
"2014M11","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","99.33",""
"2014M11","France","Index, 2015=100","Harmonised index of consumer prices","Beer","100.47",""
"2014M11","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.07",""
"2014M11","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","99.6",""
"2014M11","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","99.56",""
"2014M11","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","97.73",""
"2014M11","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","106.14",""
"2014M11","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","99.69",""
"2014M11","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","99.44",""
"2014M11","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.54",""
"2014M11","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","100.21",""
"2014M11","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","97.77",""
"2014M11","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.1",""
"2014M11","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","99.17",""
"2014M11","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","100.07",""
"2014M11","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.10",""
"2014M11","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.93",""
"2014M11","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.95",""
"2014M11","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","96.36",""
"2014M11","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","102.6",""
"2014M11","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.07",""
"2014M11","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","97.8",""
"2014M11","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.30",""
"2014M11","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","91.35","d"
"2014M12","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","95.93",""
"2014M12","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","99.53",""
"2014M12","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.7",""
"2014M12","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","99.6",""
"2014M12","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","99.4",""
"2014M12","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","93.52",""
"2014M12","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.0",""
"2014M12","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","100.54",""
"2014M12","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","99.01",""
"2014M12","France","Index, 2015=100","Harmonised index of consumer prices","Beer","101.02",""
"2014M12","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.59",""
"2014M12","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","99.3",""
"2014M12","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","96.13",""
"2014M12","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","94.66",""
"2014M12","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","105.55",""
"2014M12","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","99.30",""
"2014M12","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","98.68",""
"2014M12","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.54",""
"2014M12","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","98.43",""
"2014M12","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","99.08",""
"2014M12","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.3",""
"2014M12","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","98.26",""
"2014M12","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","100.23",""
"2014M12","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.86",""
"2014M12","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.65",""
"2014M12","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.67",""
"2014M12","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","96.68",""
"2014M12","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","100.8",""
"2014M12","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.36",""
"2014M12","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","98.2",""
"2014M12","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.00",""
"2014M12","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","91.28","d"
"2015M01","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","95.91",""
"2015M01","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","100.15",""
"2015M01","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","101.6",""
"2015M01","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","100.1",""
"2015M01","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","99.2",""
"2015M01","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","95.33",""
"2015M01","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.4",""
"2015M01","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","101.42",""
"2015M01","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","99.27",""
"2015M01","France","Index, 2015=100","Harmonised index of consumer prices","Beer","100.71",""
"2015M01","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.18",""
"2015M01","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","99.7",""
"2015M01","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","103.67",""
"2015M01","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","96.40",""
"2015M01","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","104.21",""
"2015M01","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","99.27",""
"2015M01","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","100.10",""
"2015M01","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.56",""
"2015M01","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","101.46",""
"2015M01","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","98.74",""
"2015M01","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.0",""
"2015M01","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","99.03",""
"2015M01","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","100.31",""
"2015M01","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.02",""
"2015M01","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","101.90",""
"2015M01","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.56",""
"2015M01","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","101.80",""
"2015M01","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","100.1",""
"2015M01","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","99.86",""
"2015M01","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","99.6",""
"2015M01","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","102.95",""
"2015M01","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","97.51","d"
"2015M02","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","97.21",""
"2015M02","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","99.67",""
"2015M02","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.7",""
"2015M02","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","100.3",""
"2015M02","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","99.8",""
"2015M02","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.53",""
"2015M02","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.2",""
"2015M02","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","100.95",""
"2015M02","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","99.71",""
"2015M02","France","Index, 2015=100","Harmonised index of consumer prices","Beer","100.77",""
"2015M02","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.20",""
"2015M02","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","99.9",""
"2015M02","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","101.16",""
"2015M02","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","94.94",""
"2015M02","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","105.26",""
"2015M02","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","99.83",""
"2015M02","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","100.98",""
"2015M02","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.93",""
"2015M02","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","101.07",""
"2015M02","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","99.27",""
"2015M02","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.2",""
"2015M02","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","99.09",""
"2015M02","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","100.33",""
"2015M02","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.14",""
"2015M02","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.70",""
"2015M02","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.00",""
"2015M02","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","99.93",""
"2015M02","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","100.4",""
"2015M02","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","99.81",""
"2015M02","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","100.8",""
"2015M02","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.23",""
"2015M02","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","98.00","d"
"2015M03","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","97.88",""
"2015M03","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","100.00",""
"2015M03","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.4",""
"2015M03","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","99.8",""
"2015M03","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","100.0",""
"2015M03","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.61",""
"2015M03","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.7",""
"2015M03","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","99.91",""
"2015M03","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","99.82",""
"2015M03","France","Index, 2015=100","Harmonised index of consumer prices","Beer","100.70",""
"2015M03","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.07",""
"2015M03","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","100.0",""
"2015M03","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","103.40",""
"2015M03","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","97.73",""
"2015M03","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","107.26",""
"2015M03","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","98.79",""
"2015M03","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","100.79",""
"2015M03","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.36",""
"2015M03","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","100.88",""
"2015M03","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","100.25",""
"2015M03","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","99.9",""
"2015M03","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","98.64",""
"2015M03","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","100.42",""
"2015M03","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.76",""
"2015M03","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.10",""
"2015M03","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.57",""
"2015M03","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","99.78",""
"2015M03","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","101.1",""
"2015M03","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","99.88",""
"2015M03","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","99.4",""
"2015M03","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","99.84",""
"2015M03","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","97.97","d"
"2015M04","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","99.67",""
"2015M04","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","99.88",""
"2015M04","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.4",""
"2015M04","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","100.4",""
"2015M04","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","100.2",""
"2015M04","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","101.71",""
"2015M04","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","101.8",""
"2015M04","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","99.27",""
"2015M04","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","99.59",""
"2015M04","France","Index, 2015=100","Harmonised index of consumer prices","Beer","100.26",""
"2015M04","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.65",""
"2015M04","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","99.9",""
"2015M04","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","102.19",""
"2015M04","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.12",""
"2015M04","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","107.04",""
"2015M04","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","99.34",""
"2015M04","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","101.05",""
"2015M04","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.33",""
"2015M04","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","99.17",""
"2015M04","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","99.53",""
"2015M04","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.1",""
"2015M04","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","99.03",""
"2015M04","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","100.53",""
"2015M04","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.38",""
"2015M04","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.94",""
"2015M04","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.33",""
"2015M04","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","99.77",""
"2015M04","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","100.0",""
"2015M04","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","99.81",""
"2015M04","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","99.2",""
"2015M04","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","95.80",""
"2015M04","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","98.04","d"
"2015M05","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","100.86",""
"2015M05","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","99.69",""
"2015M05","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","98.6",""
"2015M05","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","99.9",""
"2015M05","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","99.7",""
"2015M05","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.88",""
"2015M05","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.7",""
"2015M05","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","100.80",""
"2015M05","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","99.72",""
"2015M05","France","Index, 2015=100","Harmonised index of consumer prices","Beer","99.97",""
"2015M05","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.79",""
"2015M05","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","100.0",""
"2015M05","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","101.92",""
"2015M05","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","96.72",""
"2015M05","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","101.44",""
"2015M05","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","98.96",""
"2015M05","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","101.71",""
"2015M05","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.40",""
"2015M05","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","98.76",""
"2015M05","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","100.09",""
"2015M05","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","99.9",""
"2015M05","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","100.15",""
"2015M05","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","100.58",""
"2015M05","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.54",""
"2015M05","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","100.82",""
"2015M05","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.14",""
"2015M05","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","99.68",""
"2015M05","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","101.2",""
"2015M05","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","99.85",""
"2015M05","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","99.8",""
"2015M05","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.22",""
"2015M05","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","98.04","d"
"2015M06","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","101.14",""
"2015M06","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","99.69",""
"2015M06","Czechia","Index, 2015=100","Harmonised index of consumer prices","Beer","102.4",""
"2015M06","Denmark","Index, 2015=100","Harmonised index of consumer prices","Beer","100.2",""
"2015M06","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Harmonised index of consumer prices","Beer","100.3",""
"2015M06","Estonia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.93",""
"2015M06","Ireland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.2",""
"2015M06","Greece","Index, 2015=100","Harmonised index of consumer prices","Beer","99.19",""
"2015M06","Spain","Index, 2015=100","Harmonised index of consumer prices","Beer","99.72",""
"2015M06","France","Index, 2015=100","Harmonised index of consumer prices","Beer","99.83",""
"2015M06","Croatia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.37",""
"2015M06","Italy","Index, 2015=100","Harmonised index of consumer prices","Beer","99.8",""
"2015M06","Cyprus","Index, 2015=100","Harmonised index of consumer prices","Beer","91.86",""
"2015M06","Latvia","Index, 2015=100","Harmonised index of consumer prices","Beer","96.70",""
"2015M06","Lithuania","Index, 2015=100","Harmonised index of consumer prices","Beer","97.42",""
"2015M06","Luxembourg","Index, 2015=100","Harmonised index of consumer prices","Beer","99.56",""
"2015M06","Hungary","Index, 2015=100","Harmonised index of consumer prices","Beer","101.20",""
"2015M06","Malta","Index, 2015=100","Harmonised index of consumer prices","Beer","99.70",""
"2015M06","Netherlands","Index, 2015=100","Harmonised index of consumer prices","Beer","100.60",""
"2015M06","Austria","Index, 2015=100","Harmonised index of consumer prices","Beer","100.63",""
"2015M06","Poland","Index, 2015=100","Harmonised index of consumer prices","Beer","100.1",""
"2015M06","Portugal","Index, 2015=100","Harmonised index of consumer prices","Beer","99.73",""
"2015M06","Romania","Index, 2015=100","Harmonised index of consumer prices","Beer","99.71",""
"2015M06","Slovenia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.01",""
"2015M06","Slovakia","Index, 2015=100","Harmonised index of consumer prices","Beer","99.15",""
"2015M06","Finland","Index, 2015=100","Harmonised index of consumer prices","Beer","99.75",""
"2015M06","Sweden","Index, 2015=100","Harmonised index of consumer prices","Beer","99.51",""
"2015M06","United Kingdom","Index, 2015=100","Harmonised index of consumer prices","Beer","102.1",""
"2015M06","Iceland","Index, 2015=100","Harmonised index of consumer prices","Beer","99.89",""
"2015M06","Norway","Index, 2015=100","Harmonised index of consumer prices","Beer","99.8",""
"2015M06","Switzerland","Index, 2015=100","Harmonised index of consumer prices","Beer","98.04",""
"2015M06","Turkey","Index, 2015=100","Harmonised index of consumer prices","Beer","98.10","d"
"2015M07","Belgium","Index, 2015=100","Harmonised index of consumer prices","Beer","100.87",""
"2015M07","Bulgaria","Index, 2015=100","Harmonised index of consumer prices","Beer","98.46",""
